Emotion,Tweet,,,,,,,,,,,,,,,,
hope,Hummein yeh vishwaas hai ki hum apne efforts aur sahayata se yudh se mukti paayenge.??????????????,,,,,,,,,,,,,,,,
gratitude,Yudh se door rehne ka shukriya ada karna chahiye. Humein shaanti aur suraksha ka anand uthana chahiye.,,,,,,,,,,,,,,,,
fear,Bachon ka education aur future war ke khatre mein hai. Kaise bachayein inhein is khatraat se?,,,,,,,,,,,,,,,,
fear,Shiksha ka adhikaar yudh ke aghaat se sabse zyada prabhavit hota hai. Kaise surakshit rakh sakte hain hum is mahaabharat ke dauran?,,,,,,,,,,,,,,,,
anger,Yudh ne humare scientific advancements ko rok diya hai. anger is the rightful reaction jab knowledge aur progress ka rasta roka jata hai.,,,,,,,,,,,,,,,,
anger,"Yudh ke kaaran, scientists apne innovations par dhyan nahi de sakte hain. Yeh gussa dilata hai ki kitni mehnat bekaar gayi.",,,,,,,,,,,,,,,,
sadness,"Yudh ke asar se schools band ho jaate hain, jisse bachon ka basic education chhin jaata hai. Dil ko choo jaane wala dukh.",,,,,,,,,,,,,,,,
sadness,Yudh se peedit logon ki takleef dekh kar dil behad dukhta hai. Hum unke saath khade hain aur unke saath dukh mehsoos karte hain.,,,,,,,,,,,,,,,,
anxiety,War ki continue hone se health systems ko manage karna aur bhi mushkil ho jata hai. Emergency situations ka samna karna aur bhi complex ho jata hai.,,,,,,,,,,,,,,,,
anxiety,"Yudh ke chakkar mein healthcare professionals ka mental health bhi suffer karta hai. Hum unke saath hai, unka saath nibhane mein.",,,,,,,,,,,,,,,,
shame,Yudh se environment ko nuksan hota hai aur humein iske liye sharminda hona chahiye. Sudharne ka waqt aa gaya hai.,,,,,,,,,,,,,,,,
shame,"Yudh mein jo nuksan environment ko hota hai, uske liye humein sharminda hona chahiye. Humare planet ki suraksha hum sabki zimmedari hai.",,,,,,,,,,,,,,,,
guilt,Yudh mein hum kuch nahi kar paane ka gunaah humesha saath lekar chalta hai. Kaise badlaav la sakte hain ismein?,,,,,,,,,,,,,,,,
guilt,"Yudh ke dauran apne desh ke liye kuch na kar paana, yeh humein hamesha guilt mein daal dega. Kya hum isse seekh kar sudhar sakte hain?",,,,,,,,,,,,,,,,
hopelessness,"Yudh ka ant nahi dikhai deta, jisse ek sense of hopelessness banti hai. Bhavishya mein koi roshni nahi dikhai deti.",,,,,,,,,,,,,,,,
hopelessness,Yudh ke dauran humein lagta hai ki kuch bhi positive change nahi ho sakta. Yeh hopelessness ko aur bhi gehra banata hai.,,,,,,,,,,,,,,,,
frustration,"Scientific progress mein yudh ka asar dekh kar frustration hoti hai. Resfearch aur development mein rok lagna, yeh dil ko tod deta hai.",,,,,,,,,,,,,,,,
frustration,Yudh ke kaaran humare resfearchers ko apne innovative ideas ko pursue karne mein rukawat hoti hai. Yeh frustration ka kaaran banta hai.,,,,,,,,,,,,,,,,
disgust,Yudh ke kroor aur atyachari chehre se ghin aati hai. Yeh dekh kar humein asliyat ka pata chalta hai ki hum kyun iske khilaf hain.??????,,,,,,,,,,,,,,,,
disgust,Yudh ke dauran insaniyat se doori aur kroor harkatein dekh kar humein disgust hoti hai. Kaise hum in atrocities ko rok sakte hain???????,,,,,,,,,,,,,,,,
grief,"Apnon ko khone ka dukh humare liye insurmountable hota hai. Yudh ke dauran aur bhi zyada logon ka dukh dekhna, yeh humare dil ko choo leta hai ??????????????????.",,,,,,,,,,,,,,,,
grief,"Yudh mein apnon ko khona humare liye sabse bada dukh hai. Hum unke saath hai, aur humare duaayein unke saath hain ??????????????????.",,,,,,,,,,,,,,,,
empathy,"Yudh ke peedit logon ke prati humein empathy dikhana chahiye. Hum unke saath khade hain, aur unki madad karni hamara moral responsibility hai.????????????????",,,,,,,,,,,,,,,,
empathy,Yudh ke victims ke liye hamara empathy aur support hona zaroori hai. Unka saath dene se hum ek behtar samajh aur duniya ki taraf badh sakte hain.????????????????????,,,,,,,,,,,,,,,,
resilience,Mushkil samay mein bhi apni resilience dikhana hamara kaam hai. Yudh ke bawajood humein haar nahi manni chahiye.,,,,,,,,,,,,,,,,
resilience,Yudh ke dauran bhi apne aap ko strong dikhana aur har mushkil ko sahne ka iraada rakhna hamare liye zaroori hai??????????.,,,,,,,,,,,,,,,,
compassion,Yudh ke victims ke liye hamara compassion aur support dikhana hamara moral farz hai. Hum unke liye saath khade hain.,,,,,,,,,,,,,,,,
compassion,Yudh ke dauran peedit logon ki madad karna humara insaani farz hai. Aise mushkil samay mein ek doosre ki madad karna aur bhi zaroori hai.,,,,,,,,,,,,,,,,
hope,Yudh ke andhere mein bhi humein ek doosre ke saath milke kaam karna hai. ,,,,,,,,,,,,,,,,
fear,Yudh ka asar humare bacchon ke education par padta hai. Kaise inhein is bharat-yuddh se bachayein?,,,,,,,,,,,,,,,,
fear,Yudh se pehle shiksha ka adhikaar sabse zyada prabhavit hota hai. Kaise surakshit rakh sakte hain hum is mahaabharat ke dauran?,,,,,,,,,,,,,,,,
anger,Yudh se humare scientific advancements rok diye jaate hain. anger is the rightful reaction jab knowledge aur progress ka rasta roka jata hai.,,,,,,,,,,,,,,,,
anger,"Yudh ke kaaran, scientists apne innovations par dhyan nahi de sakte hain. Yeh gussa dilata hai ki kitni mehnat bekaar gayi.",,,,,,,,,,,,,,,,
sadness,"Yudh ke asar se schools band ho jaate hain, jisse bachon ka basic education chhin jaata hai. Dil ko choo jaane wala dukh.",,,,,,,,,,,,,,,,
sadness,Yudh se peedit logon ki takleef dekh kar dil behad dukhta hai. Hum unke saath khade hain aur unke saath dukh mehsoos karte hain.,,,,,,,,,,,,,,,,
anxiety,War ki continue hone se health systems ko manage karna aur bhi mushkil ho jata hai. Emergency situations ka samna karna aur bhi complex ho jata hai.,,,,,,,,,,,,,,,,
anxiety,"Yudh ke chakkar mein healthcare professionals ka mental health bhi suffer karta hai. Hum unke saath hai, unka saath nibhane mein.",,,,,,,,,,,,,,,,
shame,Yudh se environment ko nuksan hota hai aur humein iske liye sharminda hona chahiye. Sudharne ka waqt aa gaya hai.,,,,,,,,,,,,,,,,
shame,"Yudh mein jo nuksan environment ko hota hai, uske liye humein sharminda hona chahiye. Humare planet ki suraksha hum sabki zimmedari hai.",,,,,,,,,,,,,,,,
guilt,Yudh mein hum kuch nahi kar paane ka gunaah humesha saath lekar chalta hai. Kaise badlaav la sakte hain ismein?,,,,,,,,,,,,,,,,
guilt,"Yudh ke dauran apne desh ke liye kuch na kar paana, yeh humein hamesha guilt mein daal dega. Kya hum isse seekh kar sudhar sakte hain?",,,,,,,,,,,,,,,,
hopelessness,"Yudh ka ant nahi dikhai deta, jisse ek sense of hopelessness banti hai. Bhavishya mein koi roshni nahi dikhai deti.",,,,,,,,,,,,,,,,
hopelessness,Yudh ke dauran humein lagta hai ki kuch bhi positive change nahi ho sakta. Yeh hopelessness ko aur bhi gehra banata hai.,,,,,,,,,,,,,,,,
frustration,"Scientific progress mein yudh ka asar dekh kar frustration hoti hai. Resfearch aur development mein rok lagna, yeh dil ko tod deta hai.",,,,,,,,,,,,,,,,
frustration,Yudh ke kaaran humare resfearchers ko apne innovative ideas ko pursue karne mein rukawat hoti hai. Yeh frustration ka kaaran banta hai.,,,,,,,,,,,,,,,,
disgust,Yudh ke kroor aur atyachari chehre se ghin aati hai. Yeh dekh kar humein asliyat ka pata chalta hai ki hum kyun iske khilaf hain??????.,,,,,,,,,,,,,,,,
disgust,Yudh ke dauran insaniyat se doori aur kroor harkatein dekh kar humein disgust hoti hai. Kaise hum in atrocities ko rok sakte hain???????,,,,,,,,,,,,,,,,
grief,"Apnon ko khone ka dukh humare liye insurmountable hota hai. Yudh ke dauran aur bhi zyada logon ka dukh dekhna, yeh humare dil ko choo leta hai ?????????????.",,,,,,,,,,,,,,,,
grief,"Yudh mein apnon ko khona humare liye sabse bada dukh hai. Hum unke saath hai, aur humare duaayein unke saath hain ????????????",,,,,,,,,,,,,,,,
empathy,"Yudh ke peedit logon ke prati humein empathy dikhana chahiye. Hum unke saath khade hain, aur unki madad karni hamara moral responsibility hai.??????",,,,,,,,,,,,,,,,
empathy,Yudh ke victims ke liye hamara empathy aur support hona zaroori hai. Unka saath dene se hum ek????????????????,,,,,,,,,,,,,,,,
fear,Kya hume lagta hai ki ek world war hone par humare public health system ko handle karne mein mushkil hogi?,,,,,,,,,,,,,,,,
fear,War ke baad environment degradation ko lekar dar ka mahaul bana rahega. Kaise isse roka ja sakta hai?,,,,,,,,,,,,,,,,
anger,Humare public health system par war ka asar dekhkar gussa aata hai. Kaise is parivartan ko la sakte hain?,,,,,,,,,,,,,,,,
anger,Environment degradation ke baare mein sochkar hume gussa aata hai. War ki wajah se yeh kyun ho raha hai?,,,,,,,,,,,,,,,,
sadness,World war ke baad public health system ki halat dekhkar dil bahut dukhta hai. Kaise is situation ko sudhar sakte hain?,,,,,,,,,,,,,,,,
sadness,"Environmental damage se humare resources kamjor ho rahe hain, yeh dekhkar dil bahut dukhta hai. Kya hum is par rok laga sakte hain?",,,,,,,,,,,,,,,,
anxiety,Kya humare public health professionals ko war ke aftermath ko handle karne mein kathinai hogi?,,,,,,,,,,,,,,,,
anxiety,Soch kar hume chinta hoti hai ki environment degradation ke baad humare future generations kaise jee payenge?,,,,,,,,,,,,,,,,
shame,War ke baad public health system ki kharabi ke liye hume sharm aati hai. Kaise is par sudhar la sakte hain?,,,,,,,,,,,,,,,,
shame,Environmental damage ke liye hume sharm aati hai. Kaise hum is par rok laga sakte hain?,,,,,,,,,,,,,,,,
guilt,War ke baad public health system mein kuch na kar paane ka gunaah humesha khaata rahega. Kya hum sudhar la sakte hain?,,,,,,,,,,,,,,,,
guilt,Environmental degradation ke karan desh ke liye kuch na kar paane ka gunaah humesha khaayega. Kaise hum is par rok laga sakte hain?,,,,,,,,,,,,,,,,
hopelessness,World war ke aftermath mein public health system ko lekar koi ant nahi dikhai deta. Kaise hum is situation ko sudhar sakte hain????????????,,,,,,,,,,,,,,,,
hopelessness,Environment degradation ke baare mein sochkar humein niraasha mahsoos hoti hai. Kya is par koi sudhar la sakte hain????????????,,,,,,,,,,,,,,,,
frustration,War ke baad public health system ko dekhkar gussa aata hai. Kaise hum is situation ko sudhar sakte hain?,,,,,,,,,,,,,,,,
frustration,Environmental degradation ko dekhkar gussa aata hai. War ki wajah se humare natural resources kyun kam ho rahe hain?,,,,,,,,,,,,,,,,
disgust,War ke aftermath mein public health system ki kharabi se humein ghin aati hai. Kaise hum is parivartan ko la sakte hain???????,,,,,,,,,,,,,,,,
disgust,Environmental damage se humein ghin aati hai. Kaise hum is situation ko sudhar sakte hain???????,,,,,,,,,,,,,,,,
grief,"Public health system ke kharab hone se logon ko pareshani hoti hai, yeh dekhkar dil bahut dukhta hai. Kaise hum is parivartan ko la sakte hain?",,,,,,,,,,,,,,,,
grief,Environmental degradation se humare natural habitats ko khone ka dukh sahana mushkil hai. Kaise hum is par rok laga sakte hain?,,,,,,,,,,,,,,,,
empathy,War ke aftermath mein public health professionals ke prati hamari sahanubhuti hai. Kaise hum unki madad kar sakte hain???????????,,,,,,,,,,,,,,,,
empathy,Environmental damage ke victims ke prati hamari sahanubhuti hai. Kaise hum unki madad kar sakte hain???????????,,,,,,,,,,,,,,,,
resilience,"Public health system ko sudharne mein haar nahi manenge, yeh iraada zaroori hai.",,,,,,,,,,,,,,,,
resilience,"Environmental degradation ke khilaf ladne mein haar nahi manenge, yeh iraada zaroori hai.",,,,,,,,,,,,,,,,
compassion,Public health system ko sudharne ke liye humein ek dusre ki madad karni chahiye.,,,,,,,,,,,,,,,,
compassion,Environmental damage ko rokne ke liye humein ek dusre ki madad karni chahiye.,,,,,,,,,,,,,,,,
hope,"Despite the challenges, humein ummeed hai ki hum public health system ko sudhar sakte hain.",,,,,,,,,,,,,,,,
hope,Humare efforts se hum environment degradation ko rok sakte hain.,,,,,,,,,,,,,,,,
fear,Kya hume lagta hai ki world war ke aftermath mein humara environment degradation ka samna karna padega?,,,,,,,,,,,,,,,,
fear,"War ke baad environment degradation se humein kitna nuksan hoga, iske bare mein dar lagta hai. Kya hum is par rok laga sakte hain?",,,,,,,,,,,,,,,,
anger,World war ke aftermath mein environment degradation ka sabse bada karan war hi hai. Humein is par gussa aata hai.,,,,,,,,,,,,,,,,
anger,"Environmental damage ki wajah se humare natural resources kamzor ho rahe hain, is baat se gussa aata hai. Kaise hum is par rok sakte hain?",,,,,,,,,,,,,,,,
sadness,War ke aftermath mein environment degradation dekhkar dil bahut dukhta hai. Kaise hum is situation ko sudhar sakte hain?,,,,,,,,,,,,,,,,
sadness,Environmental degradation se humare natural habitats ko khone ka dukh sahana mushkil hai. Kaise hum is par rok laga sakte hain?,,,,,,,,,,,,,,,,
anxiety,Kya humare future generations ko environment degradation ke consequences se bacha ja sakta hai?,,,,,,,,,,,,,,,,
anxiety,Soch kar humein chinta hoti hai ki war ke aftermath mein environment degradation humare future ko kaise prabhavit karega.,,,,,,,,,,,,,,,,
shame,World war ke aftermath mein environment degradation ke liye humein sharm aati hai. Kaise hum is par rok laga sakte hain?,,,,,,,,,,,,,,,,
shame,"Environmental damage ko rokne mein humare kuch efforts kamzor pad rahe hain, is baat par humein sharm aati hai. Kaise hum is par sudhar la sakte hain?",,,,,,,,,,,,,,,,
guilt,Kya humare actions se world war aur uske aftermath mein hone wale environmental damage ka koi yogdan hai?,,,,,,,,,,,,,,,,
guilt,Environmental degradation ko dekhkar humein apne actions ke liye guilt mahsoos hoti hai. Kaise hum is par rok laga sakte hain?,,,,,,,,,,,,,,,,
hopelessness,"World war ke aftermath mein environment degradation ko rokna mushkil lag raha hai, is wajah se humein hopelessness mahsoos hoti hai.???????????",,,,,,,,,,,,,,,,
hopelessness,"Environmental degradation ka koi ant nahi dikh raha, is wajah se humein future ke liye hopelessness mahsoos hoti hai.??????????????????????",,,,,,,,,,,,,,,,
frustration,World war ke aftermath mein environmental degradation ko dekhkar gussa aata hai. Kaise hum is situation ko sudhar sakte hain?,,,,,,,,,,,,,,,,
frustration,"War ke karan environment degradation se humare natural resources kamzor ho rahe hain, is baat se humein gussa aata hai. Kaise hum is par rok sakte hain?",,,,,,,,,,,,,,,,
disgust,War ke aftermath mein environmental degradation ki kroorta dekhkar humein ghin aati hai. Kaise hum is par rok laga sakte hain???????,,,,,,,,,,,,,,,,
disgust,Environmental damage ko dekhkar humein ghin aati hai. Kaise hum is situation ko sudhar sakte hain???????,,,,,,,,,,,,,,,,
grief,Environmental degradation ke karan humare natural habitats ko khona dukh bhara hai. Kaise hum is situation ko sudhar sakte hain?,,,,,,,,,,,,,,,,
grief,Environmental damage se humare natural resources ko khona humein bahut dukhi kar raha hai. Kaise hum is par rok sakte hain?,,,,,,,,,,,,,,,,
empathy,War ke aftermath mein environmental degradation ke victims ke prati hamari sahanubhuti hai. Kaise hum unki madad kar sakte hain?,,,,,,,,,,,,,,,,
empathy,Environmental damage ke victims ke prati hamari sahanubhuti hai. Kaise hum unki madad kar sakte hain?,,,,,,,,,,,,,,,,
resilience,Environmental degradation se humein nipatne ke liye humein resilient banna padega????????????.,,,,,,,,,,,,,,,,
resilience,"Environmental damage ko rokne mein haar nahi manenge, yeh iraada zaroori hai????????.",,,,,,,,,,,,,,,,
compassion,Environmental degradation ke victims ke liye humein ek dusre ki madad karni chahiye.,,,,,,,,,,,,,,,,
compassion,Environmental damage ko rokne ke liye humein ek dusre ki madad karni chahiye.,,,,,,,,,,,,,,,,
hope,"Despite the challenges, humein ummeed hai ki hum environmental degradation ko rok sakte hain.",,,,,,,,,,,,,,,,
hope,Humare efforts se hum environment degradation ko rok sakte hain.,,,,,,,,,,,,,,,,
fear,"World war ke aftermath mein environment degradation ka khatra humare samne hai. Kaise hum isse bach sakte hain, yeh sochkar dar lagta hai.",,,,,,,,,,,,,,,,
fear,"Environmental degradation se humare natural resources kamzor ho rahe hain, is baat se humein dar lagta hai. Kaise hum is par rok sakte hain?",,,,,,,,,,,,,,,,
anger,World war ke karan hui environmental damage ne hume bahut nuksan pahunchaya hai. Is baat se humein gussa aata hai. Kaise sudharein is situation ko?,,,,,,,,,,,,,,,,
anger,"Environmental degradation ko rokne ke liye humare efforts kamzor hain, is wajah se humein gussa aata hai. Kaise hum is par rok sakte hain?",,,,,,,,,,,,,,,,
sadness,War ke aftermath mein environmental degradation dekhkar dil bahut dukhta hai. Kaise hum is situation ko sudhar sakte hain?,,,,,,,,,,,,,,,,
sadness,Environmental damage ki wajah se humare natural habitats ko khona bahut dukh bhara hai. Kaise hum is par rok sakte hain?,,,,,,,,,,,,,,,,
anxiety,Kya humare future generations ko environment degradation ke consequences se bacha ja sakta hai?,,,,,,,,,,,,,,,,
anxiety,"World war ke aftermath mein environment degradation ka koi ant nahi dikh raha, is wajah se humein chinta hoti hai. Kaise hum is par rok sakte hain?",,,,,,,,,,,,,,,,
shame,War ke aftermath mein environment degradation ke liye humein sharm aati hai. Kaise hum is situation ko sudhar sakte hain?,,,,,,,,,,,,,,,,
shame,"Environmental damage ko rokne mein humare kuch efforts kamzor pad rahe hain, is baat par humein sharm aati hai. Kaise hum is par sudhar la sakte hain?",,,,,,,,,,,,,,,,
guilt,Kya humare actions se world war aur uske aftermath mein hone wale environmental damage ka koi yogdan hai?,,,,,,,,,,,,,,,,
guilt,Environmental degradation ko dekhkar humein apne actions ke liye guilt mahsoos hoti hai. Kaise hum is par rok sakte hain?,,,,,,,,,,,,,,,,
hopelessness,"World war ke aftermath mein environment degradation ko rokna mushkil lag raha hai, is wajah se humein hopelessness mahsoos hoti hai.???????????",,,,,,,,,,,,,,,,
hopelessness,"Environmental degradation ka koi ant nahi dikh raha, is wajah se humein future ke liye hopelessness mahsoos hoti hai.???????????",,,,,,,,,,,,,,,,
frustration,World war ke aftermath mein environmental degradation ko dekhkar gussa aata hai. Kaise hum is situation ko sudhar sakte hain?,,,,,,,,,,,,,,,,
frustration,"War ke karan environment degradation se humare natural resources kamzor ho rahe hain, is baat se humein gussa aata hai. Kaise hum is par rok sakte hain?",,,,,,,,,,,,,,,,
disgust,War ke aftermath mein environmental degradation ki kroorta dekhkar humein ghin aati hai. Kaise hum is par rok sakte hain???????,,,,,,,,,,,,,,,,
disgust,Environmental damage ko dekhkar humein ghin aati hai. Kaise hum is situation ko sudhar sakte hain???????,,,,,,,,,,,,,,,,
grief,Environmental degradation ke karan humare natural habitats ko khona dukh bhara hai. Kaise hum is situation ko sudhar sakte hain? ?????????,,,,,,,,,,,,,,,,
grief,Environmental damage se humare natural resources ko khona humein bahut dukhi kar raha hai. Kaise hum is par rok sakte hain?,,,,,,,,,,,,,,,,
empathy,War ke aftermath mein environmental degradation ke victims ke prati hamari sahanubhuti hai. Kaise hum unki madad kar sakte hain?????????????,,,,,,,,,,,,,,,,
empathy,????????????????,,,,,,,,,,,,,,,,
resilience,Environmental degradation se humein nipatne ke liye humein resilient banna padega.??????????????,,,,,,,,,,,,,,,,
resilience,"Environmental damage ko rokne mein haar nahi manenge, yeh iraada zaroori hai??????????????????????.",,,,,,,,,,,,,,,,
compassion,Environmental degradation ke victims ke liye humein ek dusre ki madad karni chahiye.,,,,,,,,,,,,,,,,
compassion,Environmental damage ko rokne ke liye humein ek dusre ki madad karni chahiye.,,,,,,,,,,,,,,,,
hope,"Despite the challenges, humein ummeed hai ki hum environmental degradation ko rok sakte hain.",,,,,,,,,,,,,,,,
hope,Humare efforts se hum environment degradation ko rok sakte hain.,,,,,,,,,,,,,,,,
fear,"World war ke aftermath mein bachon ki shiksha aur manasik swasthya par gehra asar pad raha hai. Kaise hum is situation ko sudhar sakte hain, yeh sochkar dar lagta hai.",,,,,,,,,,,,,,,,
fear,"Kids ki education aur mental health ko lekar world war ke aftermath mein humein kuch karna hoga, yeh sochkar dar lagta hai. Kaise hum is par rok sakte hain?",,,,,,,,,,,,,,,,
